hiwabuxXayaH	hiwa-buxXayaH	{"input": "hiwabuxXayaH", "status": "success", "segmentation": ["hiwa-buxXayaH"], "morph": [{"word": "hiwa-", "stem": "hiwa#1", "root": "hi#2", "phase": "Iikc", "derivational_morph": "pp.", "inflectional_morphs": ["iic."]}, {"word": "hiwa-", "stem": "hiwa#2", "root": "XA#1", "phase": "Iikc", "derivational_morph": "pp.", "inflectional_morphs": ["iic."]}, {"word": "buxXayaH", "stem": "buxXi", "root": "", "phase": "Ifcc", "derivational_morph": "", "inflectional_morphs": ["m. pl. nom."]}, {"word": "buxXayaH", "stem": "buxXi", "root": "", "phase": "Nouc", "derivational_morph": "", "inflectional_morphs": ["f. pl. nom."]}, {"word": "buxXayaH", "stem": "buxXi", "root": "", "phase": "Vocc", "derivational_morph": "", "inflectional_morphs": ["f. pl. voc."]}, {"word": "buxXayaH", "stem": "buxXi", "root": "", "phase": "Vocf", "derivational_morph": "", "inflectional_morphs": ["m. pl. voc."]}], "source": "SH"}	found	found
SawaxvAram	Sawa-xvAram	{"input": "SawaxvAram", "status": "success", "segmentation": ["Sawa-xvAram", "Sawa-xvA-Aram", "Sawa-xvA-aram"], "morph": [{"word": "Sawa-", "stem": "Sawa", "root": "", "phase": "Iicc", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "xvA-", "stem": "xvi", "root": "", "phase": "Iicc", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "xvAram", "stem": "xvAra", "root": "", "phase": "Ifcc", "derivational_morph": "", "inflectional_morphs": ["m. sg. acc."]}, {"word": "xvAram", "stem": "xvAr", "root": "", "phase": "Ifcc", "derivational_morph": "", "inflectional_morphs": ["m. sg. acc."]}, {"word": "xvAram", "stem": "xvAra", "root": "", "phase": "Nouc", "derivational_morph": "", "inflectional_morphs": ["n. sg. acc.", "n. sg. nom."]}, {"word": "xvAram", "stem": "xvAr", "root": "", "phase": "Nouc", "derivational_morph": "", "inflectional_morphs": ["f. sg. acc."]}, {"word": "aram", "stem": "ara", "root": "", "phase": "Nouv", "derivational_morph": "", "inflectional_morphs": ["m. sg. acc.", "n. sg. acc.", "n. sg. nom."]}, {"word": "Aram", "stem": "Ara", "root": "", "phase": "Nouv", "derivational_morph": "", "inflectional_morphs": ["n. sg. acc.", "n. sg. nom.", "m. sg. acc."]}], "source": "SH"}	found	found
sasaMBramam	sa-saMBramam	{"input": "sasaMBramam", "status": "success", "segmentation": ["sa-samBramam"], "morph": [{"word": "sa-", "stem": "sa#1", "root": "", "phase": "Iiy", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "samBramam", "stem": "samBrama", "root": "", "phase": "Avya", "derivational_morph": "", "inflectional_morphs": ["ind."]}], "source": "SH"}	not found	not found
savismayaH	sa-vismayaH	{"input": "savismayaH", "status": "success", "segmentation": ["savismayaH"], "morph": [{"word": "savismayaH", "stem": "savismaya", "root": "", "phase": "Nouc", "derivational_morph": "", "inflectional_morphs": ["m. sg. nom."]}], "source": "SH"}	not found	not found
prahqRtamanAH	prahqRta-manAH	{"input": "prahqRtamanAH", "status": "success", "segmentation": ["prahqRta-manAH"], "morph": [{"word": "prahqRta-", "stem": "pra-hqRta", "root": "pra-hqR", "phase": "Iikc", "derivational_morph": "pp.", "inflectional_morphs": ["iic."]}, {"word": "manAH", "stem": "manA", "root": "", "phase": "Ifcc", "derivational_morph": "", "inflectional_morphs": ["m. pl. nom."]}, {"word": "manAH", "stem": "manA", "root": "", "phase": "Nouc", "derivational_morph": "", "inflectional_morphs": ["f. pl. acc.", "f. pl. nom."]}, {"word": "manAH", "stem": "manas", "root": "", "phase": "Nouc", "derivational_morph": "", "inflectional_morphs": ["m. sg. nom.", "f. sg. nom."]}, {"word": "manAH", "stem": "manA", "root": "", "phase": "Vocc", "derivational_morph": "", "inflectional_morphs": ["f. pl. voc."]}, {"word": "manAH", "stem": "manA", "root": "", "phase": "Vocf", "derivational_morph": "", "inflectional_morphs": ["m. pl. voc."]}], "source": "SH"}	found	found
vyasanaprasAriwakaraH	vyasana-prasAriwa-karaH	{"input": "vyasanaprasAriwakaraH", "status": "success", "segmentation": ["vyasana-prasAriwa-karaH"], "morph": [{"word": "vyasana-", "stem": "vyasana", "root": "", "phase": "Iicc", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "prasAriwa-", "stem": "pra-sAriwa", "root": "pra-sq", "phase": "Iikc", "derivational_morph": "ca. pp.", "inflectional_morphs": ["iic."]}, {"word": "karaH", "stem": "kara#1", "root": "", "phase": "Nouc", "derivational_morph": "", "inflectional_morphs": ["m. sg. nom."]}, {"word": "karaH", "stem": "kara#2", "root": "", "phase": "Nouc", "derivational_morph": "", "inflectional_morphs": ["m. sg. nom."]}], "source": "SH"}	found	not found
mukwabanXanAH	mukwa-banXanAH	{"input": "mukwabanXanAH", "status": "success", "segmentation": ["mukwa-banXanAH"], "morph": [{"word": "mukwa-", "stem": "mukwa", "root": "muc#1", "phase": "Iikc", "derivational_morph": "pp.", "inflectional_morphs": ["iic."]}, {"word": "banXanAH", "stem": "banXana", "root": "", "phase": "Nouc", "derivational_morph": "", "inflectional_morphs": ["m. pl. nom.", "f. pl. acc.", "f. pl. nom."]}, {"word": "banXanAH", "stem": "banXana", "root": "", "phase": "Vocc", "derivational_morph": "", "inflectional_morphs": ["m. pl. voc.", "f. pl. voc."]}], "source": "SH"}	found	not found
laGupawanakanAmA	laGupawanaka-nAmA	{"input": "laGupawanakanAmA", "status": "success", "segmentation": ["laGupawanaka-nAmA", "laGu-pawana-kana-AmA", "laGu-pa-wana-kana-AmA"], "morph": [{"word": "laGupawanaka-", "stem": "laGupawanaka", "root": "", "phase": "Iicc", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "laGu-", "stem": "laGu", "root": "", "phase": "Iicc", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "pa-", "stem": "pa#1", "root": "", "phase": "Iiif", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "pa-", "stem": "pa#2", "root": "", "phase": "Iiif", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "pawana-", "stem": "pawana", "root": "", "phase": "Iicc", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "wana-", "stem": "wana", "root": "", "phase": "Iicc", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "kana-", "stem": "kana", "root": "", "phase": "Iicc", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "nAmA", "stem": "nAman", "root": "", "phase": "Ifcc", "derivational_morph": "", "inflectional_morphs": ["m. sg. nom."]}, {"word": "AmA", "stem": "Ama", "root": "", "phase": "Nouv", "derivational_morph": "", "inflectional_morphs": ["f. sg. nom."]}], "source": "SH"}	found	found
laGupawanakanAmA	laGupawanaka-nAmA	{"input": "laGupawanakanAmA", "status": "success", "segmentation": ["laGupawanaka-nAmA", "laGu-pawana-kana-AmA", "laGu-pa-wana-kana-AmA"], "morph": [{"word": "laGupawanaka-", "stem": "laGupawanaka", "root": "", "phase": "Iicc", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "laGu-", "stem": "laGu", "root": "", "phase": "Iicc", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "pa-", "stem": "pa#1", "root": "", "phase": "Iiif", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "pa-", "stem": "pa#2", "root": "", "phase": "Iiif", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "pawana-", "stem": "pawana", "root": "", "phase": "Iicc", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "wana-", "stem": "wana", "root": "", "phase": "Iicc", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "kana-", "stem": "kana", "root": "", "phase": "Iicc", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "nAmA", "stem": "nAman", "root": "", "phase": "Ifcc", "derivational_morph": "", "inflectional_morphs": ["m. sg. nom."]}, {"word": "AmA", "stem": "Ama", "root": "", "phase": "Nouv", "derivational_morph": "", "inflectional_morphs": ["f. sg. nom."]}], "source": "SH"}	found	found
kRuxrabuxXinAmA	kRuxrabuxXi-nAmA	{"input": "kRuxrabuxXinAmA", "status": "success", "segmentation": ["kRuxra-buxXi-nAmA"], "morph": [{"word": "kRuxra-", "stem": "kRuxra", "root": "", "phase": "Iicc", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "buxXi-", "stem": "buxXi", "root": "", "phase": "Iicc", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "nAmA", "stem": "nAman", "root": "", "phase": "Ifcc", "derivational_morph": "", "inflectional_morphs": ["m. sg. nom."]}], "source": "SH"}	not found	found
subuxXinAmA	subuxXi-nAmA	{"input": "subuxXinAmA", "status": "success", "segmentation": ["subuxXi-nAmA"], "morph": [{"word": "subuxXi-", "stem": "subuxXi", "root": "", "phase": "Iicc", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "nAmA", "stem": "nAman", "root": "", "phase": "Ifcc", "derivational_morph": "", "inflectional_morphs": ["m. sg. nom."]}], "source": "SH"}	found	found
gqXrakUtanAmni	gqXrakUta-nAmni	{"input": "gqXrakUtanAmni", "status": "success", "segmentation": ["gqXra-kUta-nAmni"], "morph": [{"word": "gqXra-", "stem": "gqXra", "root": "", "phase": "Iicc", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "kUta-", "stem": "kUta", "root": "", "phase": "Iicc", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "nAmni", "stem": "nAman", "root": "", "phase": "Ifcc", "derivational_morph": "", "inflectional_morphs": ["m. sg. loc."]}, {"word": "nAmni", "stem": "nAman", "root": "", "phase": "Nouc", "derivational_morph": "", "inflectional_morphs": ["n. sg. loc."]}, {"word": "nAmni", "stem": "nAman", "root": "", "phase": "Vocf", "derivational_morph": "", "inflectional_morphs": ["f. sg. voc."]}], "source": "SH"}	not found	found
jaraxgavanAmA	jaraxgava-nAmA	{"input": "jaraxgavanAmA", "status": "success", "segmentation": ["jaraw-gava-nAmA", "jaraw-ga-vana-AmA"], "morph": [{"word": "jaraw-", "stem": "jaraw", "root": "jQ", "phase": "Iikc", "derivational_morph": "ppr. [1] ac.", "inflectional_morphs": ["iic."]}, {"word": "ga-", "stem": "ga#1", "root": "", "phase": "Iiif", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "ga-", "stem": "ga#2", "root": "", "phase": "Iiif", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "gava-", "stem": "go", "root": "", "phase": "Iicc", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "vana-", "stem": "vana", "root": "", "phase": "Iicc", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "nAmA", "stem": "nAman", "root": "", "phase": "Ifcc", "derivational_morph": "", "inflectional_morphs": ["m. sg. nom."]}, {"word": "AmA", "stem": "Ama", "root": "", "phase": "Nouv", "derivational_morph": "", "inflectional_morphs": ["f. sg. nom."]}], "source": "SH"}	not found	found
BagnASAH	Bagna-ASAH	{"input": "BagnASAH", "status": "success", "segmentation": ["BagnASAH", "Bagna-ASAH"], "morph": [{"word": "BagnASAH", "stem": "BagnASa", "root": "", "phase": "Nouc", "derivational_morph": "", "inflectional_morphs": ["m. pl. nom.", "f. pl. acc.", "f. pl. nom."]}, {"word": "Bagna-", "stem": "Bagna", "root": "BaFj", "phase": "Iikc", "derivational_morph": "pp.", "inflectional_morphs": ["iic."]}, {"word": "BagnASAH", "stem": "BagnASa", "root": "", "phase": "Vocc", "derivational_morph": "", "inflectional_morphs": ["m. pl. voc.", "f. pl. voc."]}, {"word": "ASAH", "stem": "ASA#1", "root": "", "phase": "Ifcv", "derivational_morph": "", "inflectional_morphs": ["m. pl. nom."]}, {"word": "ASAH", "stem": "ASA#2", "root": "", "phase": "Ifcv", "derivational_morph": "", "inflectional_morphs": ["m. pl. nom."]}, {"word": "ASAH", "stem": "ASas", "root": "", "phase": "Ifcv", "derivational_morph": "", "inflectional_morphs": ["m. sg. nom."]}, {"word": "ASAH", "stem": "ASa#1", "root": "", "phase": "Ifcv", "derivational_morph": "", "inflectional_morphs": ["f. pl. acc.", "f. pl. nom."]}, {"word": "ASAH", "stem": "ASa#2", "root": "", "phase": "Ifcv", "derivational_morph": "", "inflectional_morphs": ["f. pl. acc.", "f. pl. nom."]}, {"word": "ASAH", "stem": "ASA#1", "root": "", "phase": "Nouv", "derivational_morph": "", "inflectional_morphs": ["f. pl. acc.", "f. pl. nom."]}, {"word": "ASAH", "stem": "ASA#2", "root": "", "phase": "Nouv", "derivational_morph": "", "inflectional_morphs": ["f. pl. acc.", "f. pl. nom."]}, {"word": "ASAH", "stem": "ASas", "root": "", "phase": "Nouv", "derivational_morph": "", "inflectional_morphs": ["f. sg. nom."]}, {"word": "ASAH", "stem": "ASa#1", "root": "", "phase": "Nouv", "derivational_morph": "", "inflectional_morphs": ["m. pl. nom."]}, {"word": "ASAH", "stem": "ASa#2", "root": "", "phase": "Nouv", "derivational_morph": "", "inflectional_morphs": ["m. pl. nom."]}, {"word": "ASAH", "stem": "ASA#1", "root": "", "phase": "Vocv", "derivational_morph": "", "inflectional_morphs": ["f. pl. voc."]}, {"word": "ASAH", "stem": "ASA#2", "root": "", "phase": "Vocv", "derivational_morph": "", "inflectional_morphs": ["f. pl. voc."]}, {"word": "ASAH", "stem": "ASa#1", "root": "", "phase": "Vocv", "derivational_morph": "", "inflectional_morphs": ["m. pl. voc."]}, {"word": "ASAH", "stem": "ASa#2", "root": "", "phase": "Vocv", "derivational_morph": "", "inflectional_morphs": ["m. pl. voc."]}, {"word": "ASAH", "stem": "ASA#1", "root": "", "phase": "Vocf", "derivational_morph": "", "inflectional_morphs": ["m. pl. voc."]}, {"word": "ASAH", "stem": "ASA#2", "root": "", "phase": "Vocf", "derivational_morph": "", "inflectional_morphs": ["m. pl. voc."]}, {"word": "ASAH", "stem": "ASa#1", "root": "", "phase": "Vocf", "derivational_morph": "", "inflectional_morphs": ["f. pl. voc."]}, {"word": "ASAH", "stem": "ASa#2", "root": "", "phase": "Vocf", "derivational_morph": "", "inflectional_morphs": ["f. pl. voc."]}], "source": "SH"}	found	found
mAMsaruciH	mAMsa-ruciH	{"input": "mAMsaruciH", "status": "success", "segmentation": ["mAMsa-ruciH", "mAMH-aruciH"], "morph": [{"word": "mAMsa-", "stem": "mAMsa", "root": "", "phase": "Iicc", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "mAMH-", "stem": "mAMs", "root": "", "phase": "Iicc", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "aruciH", "stem": "aruci", "root": "", "phase": "Ifcv", "derivational_morph": "", "inflectional_morphs": ["m. sg. nom."]}, {"word": "aruciH", "stem": "aruci", "root": "", "phase": "Nouv", "derivational_morph": "", "inflectional_morphs": ["f. sg. nom."]}, {"word": "ruciH", "stem": "ruci", "root": "", "phase": "Ifcc", "derivational_morph": "", "inflectional_morphs": ["m. sg. nom."]}, {"word": "ruciH", "stem": "ruci", "root": "", "phase": "Nouc", "derivational_morph": "", "inflectional_morphs": ["f. sg. nom."]}], "source": "SH"}	found	found
