149	मयूर-व्यंसकः	[["1.1", "मयूर-", "तत्पुरुषः,1.2"], ["1.2", "व्यंसकः", "कर्ता,2.1"], ["2.1", "अस्ति", "-,-"]]	Success	[["1.1", "मयूर-", "-,-"], ["1.2", "व्यंसकः", "-,-"], ["2.1", "अस्ति", "-,-"], ["3.1", ".", "-,-"]]	0.0	0.0	0.0	False
150	छात्र-व्यंसकः	[["1.1", "छात्र-", "तत्पुरुषः,1.2"], ["1.2", "व्यंसकः", "कर्ता,2.1"], ["2.1", "अस्ति", "-,-"]]	Success	[["1.1", "छात्र-", "-,-"], ["1.2", "व्यंसकः", "-,-"], ["2.1", "अस्ति", "-,-"], ["3.1", ".", "-,-"]]	0.0	0.0	0.0	False
154	पुट-अ-पुटिका	[["1.1", "पुट-", "कर्मधारयः,1.2"], ["1.2", "अ-", "कर्मधारयः,1.3"], ["1.3", "पुटिका", "कर्ता,2.1"], ["2.1", "अस्ति", "-,-"]]	Success	[["1.1", "पुट-", "षष्ठी-तत्पुरुषः,1.2"], ["1.2", "अ-", "-,-"], ["1.3", "पुटिका", "-,-"], ["2.1", "अस्ति", "-,-"], ["3.1", ".", "-,-"]]	0.0	0.5	0.0	False
155	फल-अ-फलिका	[["1.1", "फल-", "कर्मधारयः,1.2"], ["1.2", "अ-", "कर्मधारयः,1.3"], ["1.3", "फलिका", "कर्ता,2.1"], ["2.1", "अस्ति", "-,-"]]	Success	[["1.1", "फल-", "षष्ठी-तत्पुरुषः,1.2"], ["1.2", "अ-", "-,-"], ["1.3", "फलिका", "-,-"], ["2.1", "अस्ति", "-,-"], ["3.1", ".", "-,-"]]	0.0	0.5	0.0	False
156	मान-उन्मानिका	[["1.1", "मान-", "कर्मधारयः,1.2"], ["1.2", "उन्मानिका", "कर्ता,2.1"], ["2.1", "अस्ति", "-,-"]]	Success	[["1.1", "मान-", "-,-"], ["1.2", "उन्मानिका", "-,-"], ["2.1", "अस्ति", "-,-"], ["3.1", ".", "-,-"]]	0.0	0.0	0.0	False
200	सूप-प्रति	[["1.1", "सूप-", "अव्ययीभावः,1.2"], ["1.2", "प्रति", "कर्ता,2.1"], ["2.1", "अस्ति", "-,-"]]	Success	[["1.1", "सूप-", "-,-"], ["1.2", "प्रति", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"], ["3.1", ".", "-,-"]]	0.0	0.0	0.0	False
201	अक्ष-परि	[["1.1", "अक्ष-", "अव्ययीभावः,1.2"], ["1.2", "परि", "कर्ता,2.1"], ["2.1", "अस्ति", "-,-"]]	Success	[["1.1", "अक्ष-", "-,-"], ["1.2", "परि", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"], ["3.1", ".", "-,-"]]	0.0	0.0	0.0	False
202	एक-परि	[["1.1", "एक-", "अव्ययीभावः,1.2"], ["1.2", "परि", "कर्ता,2.1"], ["2.1", "अस्ति", "-,-"]]	Success	[["1.1", "एक-", "-,-"], ["1.2", "परि", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"], ["3.1", ".", "-,-"]]	0.0	0.0	0.0	False
211	तिष्ठद्-गु	[["1.1", "तिष्ठद्-", "अव्ययीभावः,1.2"], ["1.2", "गु", "कर्ता,2.1"], ["2.1", "अस्ति", "-,-"]]	Success	[["1.1", "तिष्ठद्-", "-,-"], ["1.2", "गु", "-,-"], ["2.1", "अस्ति", "-,-"], ["3.1", ".", "-,-"]]	0.0	0.0	0.0	False
213	मध्ये-गङ्गम्	[["1.1", "मध्ये-", "अव्ययीभावः,1.2"], ["1.2", "गङ्गम्", "कर्ता,2.1"], ["2.1", "अस्ति", "-,-"]]	Success	[["1.1", "मध्ये-", "-,-"], ["1.2", "गङ्गम्", "-,-"], ["2.1", "अस्ति", "-,-"], ["3.1", ".", "-,-"]]	0.0	0.0	0.0	False
223	पूर्व-इषुकामशमी	[["1.1", "पूर्व-", "तत्पुरुषः,1.2"], ["1.2", "इषुकामशमी", "कर्ता,2.1"], ["2.1", "अस्ति", "-,-"]]	Success	[["1.1", "पूर्व-", "-,-"], ["1.2", "इषुकामशमी", "-,-"], ["2.1", "अस्ति", "-,-"], ["3.1", ".", "-,-"]]	0.0	0.0	0.0	False
224	अपर-इषुकामशमी	[["1.1", "अपर-", "तत्पुरुषः,1.2"], ["1.2", "इषुकामशमी", "कर्ता,2.1"], ["2.1", "अस्ति", "-,-"]]	Success	[["1.1", "अपर-", "-,-"], ["1.2", "इषुकामशमी", "-,-"], ["2.1", "अस्ति", "-,-"], ["3.1", ".", "-,-"]]	0.0	0.0	0.0	False
235	पाञ्च-नापितिः	[["1.1", "पाञ्च-", "द्विगु-तत्पुरुषः,1.2"], ["1.2", "नापितिः", "कर्ता,2.1"], ["2.1", "अस्ति", "-,-"]]	Success	[["1.1", "पाञ्च-", "-,-"], ["1.2", "नापितिः", "-,-"], ["2.1", "अस्ति", "-,-"], ["3.1", ".", "-,-"]]	0.0	0.0	0.0	False
237	पञ्च-गवधनः	[["1.1", "पञ्च-", "द्विगु-तत्पुरुषः,1.2"], ["1.2", "गवधनः", "कर्ता,2.1"], ["2.1", "अस्ति", "-,-"]]	Success	[["1.1", "पञ्च-", "-,-"], ["1.2", "गवधनः", "-,-"], ["2.1", "अस्ति", "-,-"], ["3.1", ".", "-,-"]]	0.0	0.0	0.0	False
238	दश-गवधनः	[["1.1", "दश-", "द्विगु-तत्पुरुषः,1.2"], ["1.2", "गवधनः", "कर्ता,2.1"], ["2.1", "अस्ति", "-,-"]]	Success	[["1.1", "दश-", "-,-"], ["1.2", "गवधनः", "-,-"], ["2.1", "अस्ति", "-,-"], ["3.1", ".", "-,-"]]	0.0	0.0	0.0	False
239	षाण्-मातुरः	[["1.1", "षाण्-", "द्विगु-तत्पुरुषः,1.2"], ["1.2", "मातुरः", "कर्ता,2.1"], ["2.1", "अस्ति", "-,-"]]	Success	[["1.1", "षाण्-", "-,-"], ["1.2", "मातुरः", "-,-"], ["2.1", "अस्ति", "-,-"], ["3.1", ".", "-,-"]]	0.0	0.0	0.0	False
273	अलं-कुमारिः	[["1.1", "अलं-", "तत्पुरुषः,1.2"], ["1.2", "कुमारिः", "कर्ता,2.1"], ["2.1", "अस्ति", "-,-"]]	Success	[["1.1", "अलं-", "-,-"], ["1.2", "कुमारिः", "-,-"], ["2.1", "अस्ति", "-,-"], ["3.1", ".", "-,-"]]	0.0	0.0	0.0	False
279	उप-दशाः	[["1.1", "उप-", "B,1.2"], ["1.2", "दशाः", "कर्ता,2.1"], ["2.1", "अस्ति", "-,-"]]	Success	[["1.1", "उप-", "-,-"], ["1.2", "दशाः", "-,-"], ["2.1", "अस्ति", "-,-"], ["3.1", ".", "-,-"]]	0.0	0.0	0.0	False
280	उप-विंशाः	[["1.1", "उप-", "B,1.2"], ["1.2", "विंशाः", "कर्ता,2.1"], ["2.1", "अस्ति", "-,-"]]	Success	[["1.1", "उप-", "-,-"], ["1.2", "विंशाः", "-,-"], ["2.1", "अस्ति", "-,-"], ["3.1", ".", "-,-"]]	0.0	0.0	0.0	False
