9.1	अकुर्वत	11		कृ3{कर्तरि;लङ्;प्र;बहु;आत्मनेपदी;डुकृञ्;तनादिः}	कृ3{कर्तरि;लङ्;प्र;बहु;आत्मनेपदी;डुकृञ्;तनादिः}	अभिहित_कर्ता,6.1;सकर्मकः.1	अभिहित_कर्ता,6.1;सकर्मकः.1	KP	किया	did_they_do	-	-
10.1	सञ्जय	1	सञ्जय	सम्_जि1{कर्तरि;लोट्;म;एक;परस्मैपदी;जि;भ्वादिः}/सञ्ज्1_णिच्{कर्तरि;लोट्;म;एक;परस्मैपदी;षञ्जँ;भ्वादिः}	सञ्जय{पुं;8;एक}	सम्बोध्यः,9.1	सम्बोध्यः,9.1	N8	हे_संजय	O_Sanjaya	-	-
index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	english_meaning	samAsa	prayoga
1.1	दृष्ट्वा	6	दृष्ट्वा	दृश्1{कृत्_प्रत्ययः:क्त्वा;दृशिँर्;भ्वादिः}	दृश्1{कृत्_प्रत्ययः:क्त्वा;दृशिँर्;भ्वादिः}	पूर्वकालः,11.1	पूर्वकालः,11.1	NA	देखा	after_seeing	-	-
2.1	तु	7	तु	तु{अव्य}	तु{अव्य}	सम्बन्धः,11.1	सम्बन्धः,11.1	NA	और	and	-	-
3.1	पाण्डव-	5	पाण्डवानीकं	पाण्डव	पाण्डव	षष्ठी-तत्पुरुषः,3.2	षष्ठी-तत्पुरुषः,3.2	CP	पाण्डवों_की_सेना_को	the_army_of_the_Pandavas	<पाण्डव-अनीकं>T6	-
3.2	अनीकम्			अनीक{पुं;2;एक}	अनीक{पुं;2;एक}	कर्म,1.1	कर्म,1.1	N2				-
4.1	व्यूढम्	4	व्यूढं	व्यूढ{पुं;2;एक}/व्यूढ{नपुं;1;एक}/व्यूढ{नपुं;2;एक}	व्यूढ{पुं;2;एक}	विशेषणम्,3.2	विशेषणम्,3.2	N2	व्यूहरचनायुक्त	arranged_in_military_phalanx	-	-
5.1	दुर्योधनः	3	दुर्योधनस्तदा	दुर्योधन{पुं;1;एक}	दुर्योधन{पुं;1;एक}	कर्ता,11.1	कर्ता,11.1	N1	दुर्योधन_ने	Duryodhana	-	-
6.1	तदा	1		तदा{अव्य}	तदा{अव्य}	कालाधिकरणम्,11.1	कालाधिकरणम्,11.1	NA	उस_समय	at_that_time	-	-
7.1	आचार्यम्	8	आचार्यमुपसङ्गम्य	आचार्य{पुं;2;एक}	आचार्य{पुं;2;एक}	कर्म,8.1	कर्म,8.1	N2	द्रोणाचार्य_के	the_teacher	-	-
8.1	उपसङ्गम्य	9		उपसङ्गम्य	उप_सम्_गम्1{कृत्_प्रत्ययः:ल्यप्;उप_सम्_गमॢँ;भ्वादिः}	पूर्वकालः,11.1	पूर्वकालः,11.1	NA	पास_जाकर	approaching	-	-
9.1	राजा	2	राजा	राजन्{पुं;1;एक}	राजन्{पुं;1;एक}	विशेषणम्,5.1	विशेषणम्,5.1	N1	राजा	the_king	-	-
10.1	वचनम्	10	वचनमब्रवीत्	वचन{नपुं;1;एक}/वचन{नपुं;2;एक}	वचन{नपुं;2;एक}	कर्म,11.1	कर्म,11.1	N2	वचन	words	-	-
11.1	अब्रवीत्	11		ब्रू1{कर्तरि;लङ्;प्र;एक;परस्मैपदी;ब्रूञ्;अदादिः}	ब्रू1{कर्तरि;लङ्;प्र;एक;परस्मैपदी;ब्रूञ्;अदादिः}	अभिहित_कर्ता,5.1;द्विकर्मकः.1	अभिहित_कर्ता,5.1;द्विकर्मकः.1	KP	कहा	spoke	-	-
index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	english_meaning	samAsa	prayoga
1.1	पश्य	12	पश्यैतां	दृश्1{कर्तरि;लोट्;म;एक;परस्मैपदी;दृशिँर्;भ्वादिः}	दृश्1{कर्तरि;लोट्;म;एक;परस्मैपदी;दृशिँर्;भ्वादिः}	अभिहित_कर्ता,11.1.1;सकर्मकः.1	अभिहित_कर्ता,11.1.1;सकर्मकः.1	KP	देखिये	behold	-	-
2.1	एताम्	8		एता{स्त्री}{2;एक}/एतद्{स्त्री}{2;एक}/आङ्_इ1{कर्तरि;लोट्;प्र;द्वि;परस्मैपदी;इण्;अदादिः}	एतद्{स्त्री}{2;एक}	विशेषणम्,6.1	विशेषणम्,6.1	N2	इस	this	-	-
3.1	पाण्डु-	7	पाण्डुपुत्राणामचार्य	पाण्डु	पाण्डु	षष्ठी-तत्पुरुषः,3.2	षष्ठी-तत्पुरुषः,3.2	CP	पाण्डुपुत्रों_की	of_the_sons_of_Pandu	<पाण्डु-पुत्राणाम्>T6	-
3.2	पुत्राणाम्	-	-	पुत्र{पुं}{6;बहु}	पुत्र{पुं}{6;बहु}	षष्ठीसम्बन्धः,6.1	षष्ठीसम्बन्धः,6.1	N6				-
4.1	आचार्य	1		आचार्य{पुं}{8;एक}	आचार्य{पुं}{8;एक}	सम्बोध्यः,1.1	सम्बोध्यः,1.1	N8	हे_आचार्य	O_teacher	-	-
5.1	महतीम्	9	महतीं	महती{स्त्री}{2;एक}	महती{स्त्री}{2;एक}	विशेषणम्,6.1	विशेषणम्,6.1	N2	बड़ी_भारी	great	-	-
6.1	चमूम्	10	चमूम्	चमू{स्त्री}{2;एक}	चमू{स्त्री}{2;एक}	कर्म,1.1	कर्म,1.1	N2	सेना_को	military_force	-	-
7.1	व्यूढाम्	6	व्यूढां	व्यूढा{स्त्री}{2;एक}	व्यूढा{स्त्री}{2;एक}	विशेषणम्,6.1	विशेषणम्,6.1	N2	व्यूहाकार_खड़ी_की_हुई	arranged	-	-
8.1	द्रुपद-	5	द्रुपदपुत्रेण	द्रुपद	द्रुपद	षष्ठी-तत्पुरुषः,8.2	षष्ठी-तत्पुरुषः,8.2	CP	द्रुपदपुत्र_धृष्टद्युम्न_द्वारा	by_the_son_of_Drupada	<द्रुपद-पुत्रेण>T6	-
8.2	पुत्रेण	-	-	पुत्र{पुं}{3;एक}	पुत्र{पुं}{3;एक}	करणम्,7.1	करणम्,7.1	N3				-
9.1	तव	2	तव	युष्मद्{6;एक}	युष्मद्{6;एक}	षष्ठीसम्बन्धः,10.1	षष्ठीसम्बन्धः,10.1	N6	आपके	your	-	-
10.1	शिष्येण	4	शिष्येण	शिष्य{पुं}{3;एक}	शिष्य{पुं}{3;एक}	अभेदः,8.2	अभेदः,8.2	N3	शिष्य	disciple	-	-
11.1	धीमता	3	धीमता	धीमत्{पुं}{3;एक}/धीमत्{नपुं}{3;एक}	धीमत्{पुं}{3;एक}	विशेषणम्,8.1	विशेषणम्,8.1	N3	बुद्धिमान्	talented	-	-
11.1.1	(त्वम्)	11		युष्मद्{1;एक}	युष्मद्{1;एक}	कर्ता,1.1	कर्ता,1.1	N1	आपके	your	-	-
index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	english_meaning	samAsa	prayoga
1.1	अत्र	1	अत्र	अत्र{अव्य}	अत्र{अव्य}	विशेषणम्,5.1	विशेषणम्,5.1	NA	यहाँ	here	-	-
2.1	शूराः	4	शूरा	शूर{पुं;1;बहु}/शूरा{स्त्री;1;बहु}/शूरा{स्त्री;2;बहु}	शूर{पुं;1;बहु}	विशेषणम्,32.1	विशेषणम्,32.1	N1	शूर-वीर	heroes	-	-
3.1	महा-	6	महेष्वासा	महत्	महत्	बहुव्रीहिः,3.2	बहुव्रीहिः,3.2	CP	बड़े-बड़े_धनुषोंवाले	mighty_bowmen	<महत्-इष्वासा>Bs6	-
3.2	इष्वासाः			इष्वास{पुं;1;बहु}	इष्वास{पुं;1;बहु}	विशेषणम्,32.1	विशेषणम्,32.1	N1				-
4.1	भीम-	3	भीमार्जुनसमा	भीम	भीम	द्वन्द्वः,4.2	द्वन्द्वः,4.2	CP	भीम_और_अर्जुन_के_समान	Bhima_and_Arjuna_equal	<<भीम-अर्जुन>Di-समाः>T3	-
4.2	अर्जुन-			अर्जुन	अर्जुन	बहुव्रीहिः,4.3	बहुव्रीहिः,4.3	CP				-
4.3	समाः			सम{पुं;1;बहु}/समा{स्त्री;1;बहु}/समा{स्त्री;2;बहु}/समा{स्त्री;1;बहु}/समा{स्त्री;2;बहु}	सम{पुं;1;बहु}	विशेषणम्,32.1	विशेषणम्,32.1	N1				-
5.1	युधि	2	युधि	युध्{स्त्री;7;एक}	युध्{स्त्री;7;एक}	अधिकरणम्,35.1	अधिकरणम्,35.1	N7	युद्ध_में	in_military_prowess	-	-
6.1	युयुधानः	7	युयुधानो	युयुधान{पुं;1;एक}	युयुधान{पुं;1;एक}	समुच्चितः,32.1	समुच्चितः,32.1	N1	सात्यकि	Yuyudhana	-	-
7.1	विराटः	8	विराटश्च	विराट{पुं;1;एक}	विराट{पुं;1;एक}	समुच्चितः,32.1	समुच्चितः,32.1	N1	विराट	Virata	-	-
8.1	च	5		च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,3.2	समुच्चय_द्योतकः,3.2	NA	और	also	-	-
9.1	द्रुपदः	11	द्रुपदश्च	द्रुपद{पुं;1;एक}	द्रुपद{पुं;1;एक}	समुच्चितः,32.1	समुच्चितः,32.1	N1	राजा_द्रुपद	Drupada	-	-
10.1	च	9		च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,32.1	समुच्चय_द्योतकः,32.1	NA	तथा	also	-	-
11.1	महान्-	10	महारथः	महान्	महान्	बहुव्रीहिः,11.2	बहुव्रीहिः,11.2	CP	महारथी	great_warrior_chief	<महत्-रथः>Bs6	-
11.2	रथः			रथ{पुं;1;एक}	रथ{पुं;1;एक}	विशेषणम्,9.1	विशेषणम्,9.1	N1				-
12.1	धृष्टकेतुः	12	धृष्टकेतुश्चेकितानः	धृष्टकेतु{पुं;1;एक}	धृष्टकेतु{पुं;1;एक}	समुच्चितः,32.1	समुच्चितः,32.1	N1	धृष्टकेतु	Dhrstaketu	-	-
13.1	चेकितानः	13		चेकितान{पुं;1;एक}	चेकितान{पुं;1;एक}	समुच्चितः,32.1	समुच्चितः,32.1	N1	चेकितान	Cekitana	-	-
14.1	काशिराजः	16	काशिराजश्च	काशिराज{पुं;1;एक}	काशिराज{पुं;1;एक}	समुच्चितः,32.1	समुच्चितः,32.1	N1	काशिराज	Kasiraja	-	-
15.1	च	14		च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,32.1	समुच्चय_द्योतकः,32.1	NA	और	and	-	-
16.1	वीर्यवान्	15	वीर्यवान्	वीर्यवत्{पुं;1;एक}/वीर्यवत्{पुं;1;एक}	वीर्यवत्{पुं;1;एक}	विशेषणम्,14.1	विशेषणम्,14.1	N1	बलवान्	valiant	-	-
17.1	पुरुजित्	17	पुरुजित्कुन्तिभोजश्च	पुरुजित्{पुं;1;एक}	पुरुजित्{पुं;1;एक}	समुच्चितः,32.1	समुच्चितः,32.1	N1	पुरुजित्	Purujit	-	-
18.1	कुन्तिभोजः	19		कुन्तिभोज{पुं;1;एक}	कुन्तिभोज{पुं;1;एक}	समुच्चितः,32.1	समुच्चितः,32.1	N1	कुन्तिभोज	Kuntibhoja	-	-
19.1	च	18		च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,32.1	समुच्चय_द्योतकः,32.1	NA	और	and	-	-
20.1	शैब्यः	22	शैब्यश्च	शैब्य{पुं;1;एक}	शैब्य{पुं}{1;एक}	समुच्चितः,32.1	समुच्चितः,32.1	N1	शैब्य	Saibya	-	-
21.1	च	20		च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,32.1	समुच्चय_द्योतकः,32.1	NA	तथा	also	-	-
22.1	नर-	21	नरपुङ्गवः	नर	नर	सप्तमी-तत्पुरुषः,22.2	सप्तमी-तत्पुरुषः,22.2	CP	मनुष्यों_में_श्रेष्ठ	the_best_of_men	<नर-पुङ्गवः>T7	-
22.2	पुङ्गवः			पुङ्गव{पुं;1;एक}	पुङ्गव{पुं;1;एक}	विशेषणम्,20.1	विशेषणम्,20.1	N1				-
23.1	युधामन्युः	25	युधामन्युश्च	युधामन्यु{पुं;1;एक}	युधामन्यु{पुं;1;एक}	समुच्चितः,32.1	समुच्चितः,32.1	N1	युधामन्यु	Yudhamanyu	-	-
24.1	च	23		च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,32.1	समुच्चय_द्योतकः,32.1	NA	और	and	-	-
25.1	विक्रान्तः	24	विक्रान्त	विक्रान्त{पुं;1;एक}	विक्रान्त{पुं;1;एक}	विशेषणम्,23.1	विशेषणम्,23.1	N1	पराक्रमी	mighty	-	-
26.1	उत्तमौजाः	28	उत्तमौजाश्च	उत्तमौजस्{पुं;1;एक}	उत्तमौजस्{पुं;1;एक}	समुच्चितः,32.1	समुच्चितः,32.1	N1	उत्तमौजा	Uttamauja	-	-
27.1	च	26		च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,32.1	समुच्चय_द्योतकः,32.1	NA	तथा	and	-	-
28.1	वीर्यवान्	27	वीर्यवान्	वीर्यवत्{पुं;1;एक}/वीर्यवत्{पुं;1;एक}	वीर्यवत्{पुं;1;एक}	विशेषणम्,26.1	विशेषणम्,26.1	N1	बलवान्	valiant	-	-
29.1	सौभद्रः	29	सौभद्रो	सौभद्र{पुं;1;एक}	सौभद्र{पुं;1;एक}	समुच्चितः,32.1	समुच्चितः,32.1	N1	सुभद्रापुत्र_अभिमन्यु	the_son_of_Subhadra	-	-
30.1	द्रौपदेयाः	31	द्रौपदेयाश्च	द्रौपदेय{पुं;1;बहु}	द्रौपदेय{पुं;1;बहु}	समुच्चितः,32.1	समुच्चितः,32.1	N1	द्रौपदी_के_पाँचों_पुत्र	the_sons_of_Draupadi	-	-
31.1	च	30		च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,32.1	समुच्चय_द्योतकः,32.1	NA	एवं	and	-	-
32.1	सर्वे	32	सर्व	सर्व{पुं;1;बहु}/सर्व{नपुं;1;द्वि}/सर्व{नपुं;2;द्वि}/सर्वा{स्त्री;1;द्वि}/सर्वा{स्त्री;2;द्वि}	सर्व{पुं;1;बहु}	कर्ता,35.1	कर्ता,35.1	N1	सबकेसब	all	-	-
33.1	एव	34	एव	एव{अव्य}	एव{अव्य}	सम्बन्धः,34.2	सम्बन्धः,34.2	NA	ही	certainly	-	-
34.1	महान्-	33	महारथाः	महान्	महान्	बहुव्रीहिः,34.2	बहुव्रीहिः,34.2	CP	महारथी	great_warrior_chiefs	<महत्-रथाः>Bs6	-
34.2	रथाः			रथ{पुं;1;बहु}	रथ{पुं;1;बहु}	विधेय_विशेषणम्,32.1	विधेय_विशेषणम्,32.1	N1				-
35.1	(सन्ति)	35		(सत्{नपुं;1;बहु}/सत्{नपुं;2;बहु}/अस्2{कर्तरि;लट्;प्र;बहु;परस्मैपदी;असँ;अदादिः})	(अस्2{कर्तरि;लट्;प्र;बहु;परस्मैपदी;असँ;अदादिः})	अभिहित_कर्ता,32.1;अकर्मकः.1	अभिहित_कर्ता,32.1;अकर्मकः.1	KP	(हैं)	are	-	-
index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	english_meaning	samAsa	prayoga
1.1	अस्माकम्	2	अस्माकं	अस्मद्{6;बहु}	अस्मद्{6;बहु}	षष्ठीसम्बन्धः,3.1	षष्ठीसम्बन्धः,3.1	N6	हमारे	our	-	-
2.1	तु	3	तु	तु{अव्य}	तु{अव्य}	सम्बन्धः,1.1	सम्बन्धः,1.1	NA	भी	also	-	-
3.1	विशिष्टाः	5	विशिष्टा	विशिष्ट{पुं;1;बहु}/विशिष्ट{पुं;8;बहु}/विशिष्टा{स्त्री;1;बहु}/विशिष्टा{स्त्री;2;बहु}/विशिष्टा{स्त्री;8;बहु}/विशिष्टा{स्त्री}{1;बहु}/विशिष्टा{स्त्री}{2;बहु}/विशिष्टा{स्त्री}{8;बहु}	विशिष्ट{पुं;1;बहु}	विधेय_विशेषणम्,4.1	विधेय_विशेषणम्,4.1	N1	प्रधान	especially_powerful	-	-
4.1	ये	4	ये	यद्{पुं;1;बहु}/यद्{स्त्री;1;द्वि}/यद्{स्त्री;2;द्वि}/यद्{नपुं;1;द्वि}/यद्{नपुं;2;द्वि}	यद्{पुं;1;बहु}	कर्ता,4.1.1;नित्यसम्बन्धः,5.1	कर्ता,4.1.1;नित्यसम्बन्धः,5.1	N1	जो	those	-	-
4.1.1	(सन्ति)	6		(सत्{नपुं;1;बहु}/सत्{नपुं;2;बहु}/सत्{नपुं;8;बहु}/सन्ती{स्त्री;8;एक}/अस्2{कर्तरि;लट्;प्र;बहु;परस्मैपदी;असँ;अदादिः})	(अस्2{कर्तरि;लट्;प्र;बहु;परस्मैपदी;असँ;अदादिः})	अभिहितकर्ता,4.1;अकर्मकः.1	अभिहितकर्ता,4.1;अकर्मकः.1	KP	(हैं)	are	-	-
5.1	तान्	7	तान्निबोध	तद्{पुं}{2;बहु}	तद्{पुं}{2;बहु}	कर्म,6.1	कर्म,6.1	N2	उनको	them	-	-
6.1	निबोध	9		नि_बुध्1{कर्तरि;लोट्;म;एक;परस्मैपदी;बुधँ;भ्वादिः}/नि_बुध्2{कर्तरि;लोट्;म;एक;परस्मैपदी;बुधिँर्;भ्वादिः}	नि_बुध्2{कर्तरि;लोट्;म;एक;परस्मैपदी;नि_बुधिँर्;भ्वादिः}	अभिहित_कर्ता,6.1.1;सकर्मकः.1	अभिहित_कर्ता,6.1.1;सकर्मकः.1	KP	समझ_लीजिये	know	-	-
6.1.1	(त्वम्)	8		(युष्मद्{सर्वनाम;1;एक})	(युष्मद्{सर्वनाम;1;एक})	कर्ता,6.1	कर्ता,6.1	N1	आप	you	-	-
7.1	द्विज-	1	द्विजोत्तम	द्विज	द्विज	सप्तमी-तत्पुरुषः,7.2	सप्तमी-तत्पुरुषः,7.2	CP	हे_ब्राह्मणश्रेष्ठ	the_best_of_the_brahmanas	<द्विज-उत्तम>T7	-
7.2	उत्तम	-	-	उत्तम{पुं;8;एक}/उत्तम{नपुं;8;एक}	उत्तम{पुं;8;एक}	सम्बोध्यः,13.1	सम्बोध्यः,13.1	N8				-
8.1	नायकाः	13	नायका	नायक{पुं;1;बहु}/नायक{पुं;8;बहु}	नायक{पुं;1;बहु}	विधेय_विशेषणम्,10.2.1	विधेय_विशेषणम्,10.2.1	N1	सेनापति	principal_warriors	-	-
9.1	मम	10	मम	अस्मद्{6;एक}/मा1{कर्तरि;लिट्;म;बहु;परस्मैपदी;मा;अदादिः}	अस्मद्{6;एक}	षष्ठीसम्बन्धः,10.1	षष्ठीसम्बन्धः,10.1	N6	मेरी	my	-	-
10.1	सैन्यस्य	11	सैन्यस्य	सैन्य{पुं;6;एक}	सैन्य{पुं;6;एक}	षष्ठीसम्बन्धः,8.1	षष्ठीसम्बन्धः,8.1	N6	सेना_के	army	-	-
10.1.1	(सन्ति)	14		(सत्{नपुं;1;बहु}/सत्{नपुं;2;बहु}/सत्{नपुं;8;बहु}/सन्ती{स्त्री;8;एक}/अस्2{कर्तरि;लट्;प्र;बहु;परस्मैपदी;असँ;अदादिः})	(अस्2{कर्तरि;लट्;प्र;बहु;परस्मैपदी;असँ;अदादिः})	अभिहितकर्ता,10.2.1;अकर्मकः.1	अभिहितकर्ता,10.2.1;अकर्मकः.1	KP	(हैं)	are	-	-
10.2.1	(ये)	12		यद्{पुं;1;बहु}/यद्{स्त्री;1;द्वि}/यद्{स्त्री;2;द्वि}/यद्{नपुं;1;द्वि}/यद्{नपुं;2;द्वि}	यद्{पुं;1;बहु}	कर्ता,10.1.1;नित्यसम्बन्धः,12.1	कर्ता,10.1.1;नित्यसम्बन्धः,12.1	N1	जो	those	-	-
11.1	सञ्ज्ञा-	18	सञ्ज्ञार्थं	सञ्ज्ञा	सञ्ज्ञा	चतुर्थी-तत्पुरुषः,11.2	चतुर्थी-तत्पुरुषः,11.2	CP	जानकारी_के_लिये	for_information	<सञ्ज्ञा-अर्थम्>T4	-
11.2	अर्थम्	-	-	अर्थ{पुं;2;एक}/अर्थ{नपुं;1;एक}/अर्थ{नपुं;2;एक}	अर्थ{पुं;2;एक}	प्रयोजनम्,13.1	प्रयोजनम्,13.1	N2				-
12.1	तान्	15	तान्ब्रवीमि	तद्{पुं;2;बहु}	तद्{पुं;2;बहु}	कर्म,13.1	कर्म,13.1	N2	उनकेबारेमे	them	-	-
13.1	ब्रवीमि	19		ब्रू1{कर्तरि;लट्;उ;एक;आत्मनेपदी;ब्रूञ्;अदादिः}	ब्रू1{कर्तरि;लट्;उ;एक;परस्मैपदी;ब्रूञ्;अदादिः}	अभिहित_कर्ता,14.1.1;सकर्मकः.1	अभिहित_कर्ता,14.1.1;सकर्मकः.1	KP	बतलाता_हूँ	mention	-	-
14.1	ते	17	ते	तद्{पुं;1;बहु}/तद्{स्त्री;1;द्वि}/तद्{स्त्री}{2;द्वि}/तद्{नपुं;1;द्वि}/तद्{नपुं;2;द्वि}/युष्मद्{4;एक}/युष्मद्{6;एक}	युष्मद्{6;एक}	षष्ठीसम्बन्धः,11.2	षष्ठीसम्बन्धः,11.2	N6	आपकी	your	-	-
14.1.1	(अहम्)	16		(अस्मद्{1;एक})	(अस्मद्{1;एक})	कर्ता,13.1	कर्ता,13.1	N1	(मैं)	I	-	-
index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
1.1	भवान्		भवान्भीष्मश्च	भव{पुं;2;बहु}/भवत्{सर्वनाम;पुं;1;एक}	भवत्{सर्वनाम;पुं;1;एक}	समुच्चितः,12.1	विशेषणम्,12.1#विशेषणम्,10.1#विशेषणम्,9.1#विशेषणम्,8.1#विशेषणम्,6.1#विशेषणम्,4.1#विशेषणम्,2.1#समुच्चितः,12.1#सुप्_समुच्चितः,10.1#सुप्_समुच्चितः,6.1#सुप्_समुच्चितः,4.1#सुप्_समुच्चितः,2.1	N1	आप	आप
2.1	भीष्मः			भीष्म{पुं;1;एक}	भीष्म{पुं;1;एक}	समुच्चितः,12.1	समुच्चितः,12.1#समुच्चितः,10.1#समुच्चितः,6.1#समुच्चितः,4.1	N1	भीष्म	भीष्म
3.1	च			च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,2.1	समुच्चय_द्योतकः,2.1#सम्बन्धः,2.1	NA	च2	च2
4.1	कर्णः		कर्णश्च	कर्ण{पुं;1;एक}	कर्ण{पुं;1;एक}	समुच्चितः,12.1	समुच्चितः,12.1#समुच्चितः,10.1#समुच्चितः,6.1	N1	कर्ण	कर्ण
5.1	च			च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,4.1	समुच्चय_द्योतकः,4.1#सम्बन्धः,4.1	NA	च2	च2
6.1	कृपः		कृपश्च	कृप{पुं;1;एक}	कृप{पुं;1;एक}	समुच्चितः,12.1	समुच्चितः,12.1#समुच्चितः,10.1	N1	कृपाचार्य	कृपाचार्य
7.1	च			च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,6.1	समुच्चय_द्योतकः,6.1#सम्बन्धः,6.1	NA	च2	च2
8.1	समितिञ्जयः		समितिञ्जयः	समितिञ्जय{पुं;1;एक}	समितिञ्जय{पुं;1;एक}	समुच्चितः,12.1	समुच्चितः,12.1#समुच्चितः,10.1	N1	युद्ध_में_विजयी	युद्ध_में_विजयी
9.1	अश्वत्थामा		अश्वत्थामा	अश्वत्थामन्{पुं;1;एक}	अश्वत्थामन्{पुं;1;एक}	समुच्चितः,12.1	समुच्चितः,12.1#समुच्चितः,10.1#कर्ता_बे_वेर्ब्स्,16.1	N1	अश्वत्थामा	अश्वत्थामा
10.1	विकर्णः		विकर्णश्च	विकर्ण{पुं;1;एक}	विकर्ण{पुं;1;एक}	समुच्चितः,12.1	समुच्चितः,12.1#कर्ता_बे_वेर्ब्स्,16.1	N1	विकर्ण	विकर्ण
11.1	च			च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,10.1	समुच्चितः,14.1#समुच्चय_द्योतकः,10.1#सम्बन्धः,10.1	NA	च2	च2
12.1	सौमदत्तिः		सौमदत्तिः	सौमदत्ति{पुं;1;एक}	सौमदत्ति{पुं;1;एक}	कर्ता,16.1	कर्ता_बे_वेर्ब्स्,16.1;कर्ता,16.1	N1	सोमदत्त_का_पुत्र_भूरिश्रवा	सोमदत्त_का_पुत्र_भूरिश्रवा
13.1	तथा			तथा{अव्य}	तथा{अव्य}	समुच्चय_द्योतकः,12.1	समुच्चितः,14.1#समुच्चय_द्योतकः,12.1#क्रियाविशेषणम्,16.1	NA	और	और
14.1	एव			एव{अव्य}	एव{अव्य}	सम्बन्धः,13.1	सम्बन्धः,15.1#सम्बन्धः,13.1	NA	ही	ही
15.1	च			च{अव्य}	च{अव्य}	सम्बन्धः,14.1	समुच्चय_द्योतकः,14.1#सम्बन्धः,16.1#सम्बन्धः,14.1	NA	च1	च1
16.1	(अस्ति)		(अस्ति)	अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः}	अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः}	अभिहित_कर्ता,12.1	अभिहित_कर्ता,12.1	KP	है	है
